25	82	1
25	86	7
25	90	8
25	95	2
25	99	2
26	4	4
26	8	9
26	14	5
26	20	8
26	21	10
26	35	7
26	38	4
26	83	4
26	91	1
26	96	7
26	99	9
27	22	10
27	35	9
27	38	5
27	41	8
27	52	6
27	55	8
27	62	2
27	96	1
27	97	2
28	3	1
28	12	2
28	24	4
28	26	1
28	40	7
28	47	1
28	50	10
28	55	6
28	57	2
28	68	5
28	73	9
28	91	10
28	94	2
28	98	3
29	10	4
29	36	3
29	43	2
29	58	6
29	69	1
29	84	6
30	11	6
30	24	9
30	32	9
30	38	6
30	51	9
30	59	10
30	60	7
30	72	2
30	85	1
31	1	2
31	18	9
31	24	5
31	27	8
31	32	9
31	41	2
32	6	1
32	7	5
32	14	5
32	37	7
32	41	9
32	49	4
32	50	6
32	51	6
32	59	7
32	60	7
32	67	7
32	69	8
32	73	1
32	74	1
32	96	6
33	0	2
33	2	4
33	5	10
33	18	9
33	43	2
33	54	4
33	85	10
33	87	9
33	95	2
34	16	7
34	26	3
34	33	2
34	39	3
34	46	10
34	60	4
34	81	9
34	83	2
35	7	3
35	10	4
35	11	8
35	12	9
35	29	6
35	49	1
35	64	5
35	81	9
35	82	8
35	97	6
36	8	7
36	10	9
36	21	5
36	41	6
36	51	2
36	59	1
36	68	5
36	74	8
36	76	5
36	79	6
36	84	8
37	4	4
37	5	4
37	10	4
37	13	2
37	16	3
37	27	10
37	36	4
37	39	5
37	40	1
37	61	5
37	64	8
37	71	8
37	76	7
38	2	8
38	18	10
38	26	3
38	45	10
38	46	2
38	57	2
38	67	5
38	68	7
38	85	8
38	98	9
39	1	2
39	14	4
39	20	4
39	50	1
39	54	10
39	65	4
39	66	8
39	70	10
40	21	8
40	27	5
40	51	9
40	83	6
41	11	5
41	14	4
41	25	4
41	39	8
41	45	3
41	56	6
41	65	7
41	66	7
41	71	8
41	76	1
41	78	8
41	87	2
41	94	3
41	98	9
42	1	4
42	6	3
42	8	1
42	11	1
42	22	4
42	43	1
42	62	7
42	69	3
42	78	3
42	90	9
42	92	10
43	1	10
43	29	8
43	62	6
43	64	5
43	65	3
43	66	5
43	78	9
44	24	3
44	55	9
44	77	6
44	79	7
45	8	7
45	13	7
45	21	1
45	30	4
45	36	1
45	42	5
45	52	8
45	64	9
45	91	7
45	95	10
45	98	8
46	51	6
46	57	10
46	64	1
46	70	5
46	79	8
46	81	10
47	1	3
47	7	8
47	17	3
47	22	6
47	53	4
47	80	5
47	81	5
47	92	9
48	9	8
48	16	10
48	17	10
48	42	4
48	44	6
48	53	8
48	98	6
49	12	7
49	15	4
49	37	2
49	38	9
49	40	9
49	51	6
49	66	3
49	75	6
49	76	9
49	80	1
49	85	2
49	89	9
49	94	7
50	6	2
50	20	10
50	40	5
50	60	8
50	64	9
50	65	9
50	72	8
50	73	7
50	78	9
50	88	8
51	5	2
51	23	8
51	24	8
51	27	2
51	46	7
51	48	7
51	52	5
51	61	8
51	67	7
51	69	10
51	81	5
51	96	6
52	2	6
52	36	8
52	38	7
52	43	1
52	50	1
52	64	6
52	72	4
52	74	4
52	76	7
52	77	10
52	89	9
52	92	4
52	99	2
53	11	2
53	12	9
53	26	6
53	30	6
53	41	10
53	50	6
53	60	4
53	69	2
53	75	7
53	76	10
53	82	6
53	97	6
54	21	4
54	42	2
54	60	9
54	62	7
54	88	7
55	5	8
55	11	6
55	32	5
55	56	8
55	89	8
56	2	9
56	5	2
56	13	7
56	20	10
56	34	6
56	60	10
56	61	1
56	81	8
56	87	4
56	93	5
56	95	7
57	3	3
57	8	10
57	9	4
57	27	1
57	44	5
57	45	1
57	52	10
57	60	9
57	79	2
57	84	7
57	86	3
57	99	8
58	11	2
58	26	9
58	44	9
58	45	10
58	57	2
58	60	4
58	66	3
58	93	3
59	3	6
59	6	5
59	8	7
59	17	9
59	26	9
59	34	5
59	42	9
59	49	1
59	60	3
59	89	10
60	13	4
60	29	2
60	46	3
60	66	10
60	68	4
60	78	9
60	90	10
60	95	6
61	2	7
61	4	5
61	6	10
61	11	3
61	12	6
61	19	5
61	25	1
61	50	5
61	55	6
61	56	5
61	59	9
61	60	9
61	62	4
61	63	5
61	79	9
61	86	6
61	93	9
62	13	7
62	21	10
62	24	8
62	36	6
62	67	9
62	69	3
62	94	2
62	98	3
63	11	5
63	27	2
63	31	3
63	34	5
63	36	2
63	39	3
63	42	5
63	46	8
63	54	10
63	73	5
63	81	8
63	92	5
63	93	1
64	8	8
64	28	3
64	43	4
64	50	8
64	54	7
64	65	7
64	88	3
64	91	6
64	92	10
65	1	5
65	2	3
65	7	3
65	16	8
65	28	2
65	32	2
65	34	2
65	41	9
65	43	10
65	51	7
65	55	8
65	58	2
65	81	8
65	82	9
65	88	3
66	7	2
66	14	6
66	27	9
66	49	4
66	62	4
66	69	5
66	79	4
66	86	2
66	91	6
67	2	3
67	7	6
67	18	10
67	36	5
67	39	10
67	57	8
67	63	3
67	84	5
67	93	7
67	94	9
67	98	9
68	4	2
68	7	7
68	33	2
68	38	7
68	54	8
68	64	10
68	84	7
69	2	5
69	3	6
69	4	3
69	7	3
69	13	6
69	24	1
69	25	7
69	30	5
69	35	7
69	42	5
69	52	1
69	60	8
69	79	1
69	88	10
69	99	7
70	17	1
70	18	10
70	45	1
70	49	6
70	78	2
70	83	2
71	3	6
71	4	6
71	45	7
71	48	3
71	52	7
71	59	6
71	60	9
71	62	5
71	67	10
71	72	2
71	74	1
71	80	6
71	81	10
71	96	8
71	97	3
72	3	8
72	7	5
72	15	3
72	29	4
72	45	3
72	49	1
72	78	4
72	83	9
72	85	4
72	90	2
72	92	1
73	12	1
73	61	2
73	63	1
73	66	1
73	77	2
73	78	4
73	80	1
74	4	5
74	19	7
74	41	8
74	57	7
74	75	1
74	94	6
74	99	2
75	30	9
75	32	3
75	37	6
75	41	7
75	49	10
75	54	2
75	60	3
75	89	3
75	93	3
76	7	5
76	27	7
76	34	3
76	95	10
76	97	4
77	4	9
77	6	3
77	12	9
77	13	7
77	15	2
77	28	9
77	34	3
77	36	3
77	43	9
77	62	9
77	71	5
77	94	9
78	20	4
78	33	10
78	51	10
78	55	5
78	84	2
78	88	10
79	44	5
79	61	4
79	62	3
79	82	9
79	96	4
80	15	6
80	17	2
80	32	7
80	41	10
80	46	3
80	51	3
80	59	10
80	60	10
80	64	1
80	78	2
81	6	3
81	19	6
81	22	10
81	36	5
81	37	3
81	38	7
81	39	5
81	56	5
81	86	6
82	15	1
82	20	10
82	54	10
82	84	1
82	87	4
82	94	9
82	96	2
83	3	5
83	6	7
83	10	1
83	12	2
83	28	5
83	34	6
83	77	10
83	79	3
83	90	10
83	96	3
83	98	9
84	7	5
84	21	1
84	25	6
84	32	9
84	37	10
84	38	9
84	50	9
84	57	8
84	58	1
84	93	7
85	1	10
85	19	9
85	29	8
85	60	2
85	69	5
85	71	9
85	80	1
86	0	2
86	6	6
86	11	5
86	19	1
86	23	7
86	26	7
86	31	5
86	36	6
86	64	6
86	73	6
87	3	4
87	13	4
87	17	4
87	19	6
87	21	1
87	43	9
87	58	1
87	79	7
87	80	2
87	88	1
87	93	9
88	9	10
88	12	3
88	30	10
88	35	6
88	38	9
88	39	8
88	52	10
88	72	1
88	75	3
88	99	3
89	6	5
89	7	7
89	10	1
89	30	9
89	33	3
89	44	5
89	52	5
89	56	9
89	61	2
89	68	2
89	71	2
90	7	2
90	16	7
90	24	8
90	36	6
90	42	6
90	46	9
90	57	6
90	82	4
90	91	9
90	94	6
91	22	9
91	45	2
91	50	5
91	57	7
91	64	6
91	66	9
91	77	10
91	78	9
91	85	8
91	96	7
92	0	7
92	1	10
92	24	7
92	39	2
92	43	2
92	44	1
92	49	7
92	54	1
92	69	10
92	84	9
92	90	4
92	97	9
93	3	3
93	6	4
93	8	1
93	9	5
93	19	8
93	28	7
93	37	8
93	38	1
93	57	7
93	72	10
93	83	10
94	11	10
94	22	4
94	68	7
94	98	6
95	3	2
95	59	8
95	61	7
95	73	4
95	96	9
95	99	7
96	19	3
96	23	7
96	47	2
96	48	4
96	54	5
96	77	4
96	84	7
96	94	4
97	6	2
97	16	5
97	19	3
97	28	1
97	35	7
97	41	3
97	47	9
97	70	3
97	98	7
98	8	3
98	13	10
98	23	8
98	26	2
98	40	2
98	58	1
98	67	8
98	73	10
98	77	4
98	82	8
98	85	4
99	9	6
99	11	4
99	17	3
99	31	6
99	45	10
99	50	6
99	57	5
99	70	6
99	71	9
99	73	3
99	80	7
99	86	4
99	94	3
